ID,Year,Province,Cities,City_ID,Violation,Violation_ID,Statistics,Crime_rate,location_year
56410,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2016_Kitchener-Cambridge-Waterloo
56411,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2017_Kitchener-Cambridge-Waterloo
56412,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2018_Kitchener-Cambridge-Waterloo
56413,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2019_Kitchener-Cambridge-Waterloo
56414,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2020_Kitchener-Cambridge-Waterloo
56415,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2021_Kitchener-Cambridge-Waterloo
56416,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2022_Kitchener-Cambridge-Waterloo
56417,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2023_Kitchener-Cambridge-Waterloo
56429,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2013_Kitchener-Cambridge-Waterloo
56430,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2014_Kitchener-Cambridge-Waterloo
56431,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2015_Kitchener-Cambridge-Waterloo
56432,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2016_Kitchener-Cambridge-Waterloo
56433,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2017_Kitchener-Cambridge-Waterloo
56434,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2018_Kitchener-Cambridge-Waterloo
56435,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2019_Kitchener-Cambridge-Waterloo
56436,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2020_Kitchener-Cambridge-Waterloo
56437,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2021_Kitchener-Cambridge-Waterloo
56438,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2022_Kitchener-Cambridge-Waterloo
56439,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2023_Kitchener-Cambridge-Waterloo
56451,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.0,2013_Kitchener-Cambridge-Waterloo
56452,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.93,2014_Kitchener-Cambridge-Waterloo
56453,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.0,2015_Kitchener-Cambridge-Waterloo
56454,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.36,2016_Kitchener-Cambridge-Waterloo
56455,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.71,2017_Kitchener-Cambridge-Waterloo
56456,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.69,2018_Kitchener-Cambridge-Waterloo
56457,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",1.68,2019_Kitchener-Cambridge-Waterloo
56458,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",1.65,2020_Kitchener-Cambridge-Waterloo
56459,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",2.28,2021_Kitchener-Cambridge-Waterloo
56460,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",1.88,2022_Kitchener-Cambridge-Waterloo
56461,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",1.78,2023_Kitchener-Cambridge-Waterloo
56550,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0,2013_Kitchener-Cambridge-Waterloo
56551,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.65,2014_Kitchener-Cambridge-Waterloo
56552,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0,2015_Kitchener-Cambridge-Waterloo
56553,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.21,2016_Kitchener-Cambridge-Waterloo
56554,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.82,2017_Kitchener-Cambridge-Waterloo
56555,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.4,2018_Kitchener-Cambridge-Waterloo
56556,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.56,2019_Kitchener-Cambridge-Waterloo
56557,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.9,2020_Kitchener-Cambridge-Waterloo
56558,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.69,2021_Kitchener-Cambridge-Waterloo
56559,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.08,2022_Kitchener-Cambridge-Waterloo
56560,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.18,2023_Kitchener-Cambridge-Waterloo
56572,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.0,2013_Kitchener-Cambridge-Waterloo
56573,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.71,2014_Kitchener-Cambridge-Waterloo
56574,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.0,2015_Kitchener-Cambridge-Waterloo
56575,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.23,2016_Kitchener-Cambridge-Waterloo
56576,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.67,2017_Kitchener-Cambridge-Waterloo
56577,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.43,2018_Kitchener-Cambridge-Waterloo
56578,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.85,2019_Kitchener-Cambridge-Waterloo
56579,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",2.07,2020_Kitchener-Cambridge-Waterloo
56580,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",1.84,2021_Kitchener-Cambridge-Waterloo
56581,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",1.17,2022_Kitchener-Cambridge-Waterloo
56582,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.91,2023_Kitchener-Cambridge-Waterloo
56594,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2013_Kitchener-Cambridge-Waterloo
56595,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2014_Kitchener-Cambridge-Waterloo
56596,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2015_Kitchener-Cambridge-Waterloo
56597,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2016_Kitchener-Cambridge-Waterloo
56598,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",2.53,2017_Kitchener-Cambridge-Waterloo
56599,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2018_Kitchener-Cambridge-Waterloo
56600,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",9.66,2019_Kitchener-Cambridge-Waterloo
56601,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2020_Kitchener-Cambridge-Waterloo
56602,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2021_Kitchener-Cambridge-Waterloo
56603,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2022_Kitchener-Cambridge-Waterloo
56604,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",4.51,2023_Kitchener-Cambridge-Waterloo
56616,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2013_Kitchener-Cambridge-Waterloo
56617,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2014_Kitchener-Cambridge-Waterloo
56618,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2015_Kitchener-Cambridge-Waterloo
56619,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2016_Kitchener-Cambridge-Waterloo
56620,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2017_Kitchener-Cambridge-Waterloo
56621,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2018_Kitchener-Cambridge-Waterloo
56622,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2019_Kitchener-Cambridge-Waterloo
56623,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2020_Kitchener-Cambridge-Waterloo
56624,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2021_Kitchener-Cambridge-Waterloo
56625,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2022_Kitchener-Cambridge-Waterloo
56626,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",4.51,2023_Kitchener-Cambridge-Waterloo
56638,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",55.89,2013_Kitchener-Cambridge-Waterloo
56639,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",64.22,2014_Kitchener-Cambridge-Waterloo
56640,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",58.29,2015_Kitchener-Cambridge-Waterloo
56641,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",50.61,2016_Kitchener-Cambridge-Waterloo
56642,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",72.5,2017_Kitchener-Cambridge-Waterloo
56643,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",83.08,2018_Kitchener-Cambridge-Waterloo
56644,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",100.07,2019_Kitchener-Cambridge-Waterloo
56645,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",72.99,2020_Kitchener-Cambridge-Waterloo
56646,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",78.3,2021_Kitchener-Cambridge-Waterloo
56647,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",86.83,2022_Kitchener-Cambridge-Waterloo
56648,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",76.71,2023_Kitchener-Cambridge-Waterloo
56737,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",17.69,2013_Kitchener-Cambridge-Waterloo
56738,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",19.7,2014_Kitchener-Cambridge-Waterloo
56739,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",20.8,2015_Kitchener-Cambridge-Waterloo
56740,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",6.93,2016_Kitchener-Cambridge-Waterloo
56741,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",10.48,2017_Kitchener-Cambridge-Waterloo
56742,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",14.79,2018_Kitchener-Cambridge-Waterloo
56743,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",23.16,2019_Kitchener-Cambridge-Waterloo
56744,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",17.51,2020_Kitchener-Cambridge-Waterloo
56745,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",18.24,2021_Kitchener-Cambridge-Waterloo
56746,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",18.75,2022_Kitchener-Cambridge-Waterloo
56747,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",18.44,2023_Kitchener-Cambridge-Waterloo
56759,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",15.52,2013_Kitchener-Cambridge-Waterloo
56760,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",19.14,2014_Kitchener-Cambridge-Waterloo
56761,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",21.05,2015_Kitchener-Cambridge-Waterloo
56762,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",5.5,2016_Kitchener-Cambridge-Waterloo
56763,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",9.84,2017_Kitchener-Cambridge-Waterloo
56764,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",14.56,2018_Kitchener-Cambridge-Waterloo
56765,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",22.65,2019_Kitchener-Cambridge-Waterloo
56766,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",16.56,2020_Kitchener-Cambridge-Waterloo
56767,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",17.59,2021_Kitchener-Cambridge-Waterloo
56768,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",17.42,2022_Kitchener-Cambridge-Waterloo
56769,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",18.11,2023_Kitchener-Cambridge-Waterloo
56781,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",40.79,2013_Kitchener-Cambridge-Waterloo
56782,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",25.89,2014_Kitchener-Cambridge-Waterloo
56783,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",18.11,2015_Kitchener-Cambridge-Waterloo
56784,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",22.84,2016_Kitchener-Cambridge-Waterloo
56785,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",17.69,2017_Kitchener-Cambridge-Waterloo
56786,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",17.36,2018_Kitchener-Cambridge-Waterloo
56787,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",28.98,2019_Kitchener-Cambridge-Waterloo
56788,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",28.35,2020_Kitchener-Cambridge-Waterloo
56789,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",25.66,2021_Kitchener-Cambridge-Waterloo
56790,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",34.37,2022_Kitchener-Cambridge-Waterloo
56791,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",22.54,2023_Kitchener-Cambridge-Waterloo
56803,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",30.59,2013_Kitchener-Cambridge-Waterloo
56804,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",49.19,2014_Kitchener-Cambridge-Waterloo
56805,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",43.98,2015_Kitchener-Cambridge-Waterloo
56806,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",27.92,2016_Kitchener-Cambridge-Waterloo
56807,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",37.91,2017_Kitchener-Cambridge-Waterloo
56808,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",59.52,2018_Kitchener-Cambridge-Waterloo
56809,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",50.71,2019_Kitchener-Cambridge-Waterloo
56810,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",25.99,2020_Kitchener-Cambridge-Waterloo
56811,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",25.66,2021_Kitchener-Cambridge-Waterloo
56812,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",45.82,2022_Kitchener-Cambridge-Waterloo
56813,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",31.56,2023_Kitchener-Cambridge-Waterloo
57012,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",6.38,2013_Kitchener-Cambridge-Waterloo
57013,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",6.14,2014_Kitchener-Cambridge-Waterloo
57014,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",6.09,2015_Kitchener-Cambridge-Waterloo
57015,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",4.88,2016_Kitchener-Cambridge-Waterloo
57016,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",6.9,2017_Kitchener-Cambridge-Waterloo
57017,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",5.69,2018_Kitchener-Cambridge-Waterloo
