,Year,Province,Cities,City_ID,Violation,Violation_ID,Statistics,Crime_rate
60898,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
60899,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
60900,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
60901,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
60902,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
60903,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
60904,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth charged per 100,000 population aged 12 to 17 years",4.58
60905,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth charged per 100,000 population aged 12 to 17 years",4.51
60917,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
60918,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
60919,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
60920,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
60921,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
60922,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth not charged per 100,000 population aged 12 to 17 years",2.48
60923,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
60924,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth not charged per 100,000 population aged 12 to 17 years",4.73
60925,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth not charged per 100,000 population aged 12 to 17 years",2.33
60926,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth not charged per 100,000 population aged 12 to 17 years",9.16
60927,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,"Making, or distribution of child pornography ",3456,"Rate, youth not charged per 100,000 population aged 12 to 17 years",15.78
61126,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate per 100,000 population",2.06
61127,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate per 100,000 population",2.42
61128,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate per 100,000 population",4.61
61129,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate per 100,000 population",3.43
61130,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate per 100,000 population",4.95
61131,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate per 100,000 population",3.62
61132,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate per 100,000 population",4.04
61133,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate per 100,000 population",3.13
61134,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate per 100,000 population",2.6
61135,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate per 100,000 population",6.11
61136,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate per 100,000 population",10.81
61225,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, total persons charged per 100,000 population aged 12 years and over",0.66
61226,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, total persons charged per 100,000 population aged 12 years and over",1.95
61227,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, total persons charged per 100,000 population aged 12 years and over",2.57
61228,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, total persons charged per 100,000 population aged 12 years and over",0.63
61229,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, total persons charged per 100,000 population aged 12 years and over",1.44
61230,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, total persons charged per 100,000 population aged 12 years and over",2.0
61231,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, total persons charged per 100,000 population aged 12 years and over",1.56
61232,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, total persons charged per 100,000 population aged 12 years and over",0.95
61233,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, total persons charged per 100,000 population aged 12 years and over",0.75
61234,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, total persons charged per 100,000 population aged 12 years and over",1.44
61235,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, total persons charged per 100,000 population aged 12 years and over",1.86
61247,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, adult charged per 100,000 population aged 18 years and over",0.72
61248,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, adult charged per 100,000 population aged 18 years and over",1.89
61249,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, adult charged per 100,000 population aged 18 years and over",2.81
61250,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, adult charged per 100,000 population aged 18 years and over",0.23
61251,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, adult charged per 100,000 population aged 18 years and over",1.56
61252,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, adult charged per 100,000 population aged 18 years and over",2.17
61253,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, adult charged per 100,000 population aged 18 years and over",1.69
61254,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, adult charged per 100,000 population aged 18 years and over",1.03
61255,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, adult charged per 100,000 population aged 18 years and over",0.82
61256,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, adult charged per 100,000 population aged 18 years and over",1.37
61257,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, adult charged per 100,000 population aged 18 years and over",1.83
61269,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
61270,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth charged per 100,000 population aged 12 to 17 years",2.59
61271,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
61272,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth charged per 100,000 population aged 12 to 17 years",5.08
61273,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
61274,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
61275,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
61276,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
61277,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
61278,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth charged per 100,000 population aged 12 to 17 years",2.29
61279,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth charged per 100,000 population aged 12 to 17 years",2.25
61291,2013, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",7.65
61292,2014, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
61293,2015, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",12.94
61294,2016, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",10.15
61295,2017, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",10.11
61296,2018, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",4.96
61297,2019, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
61298,2020, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",7.09
61299,2021, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
61300,2022, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
61301,2023, Ontario ,Kitchener-Cambridge-Waterloo,35541,Disturb the peace ,3430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",6.76
62384,2013, Ontario ,Brantford,35543,Homicide ,110,"Rate per 100,000 population",0.71
62385,2014, Ontario ,Brantford,35543,Homicide ,110,"Rate per 100,000 population",0.0
62386,2015, Ontario ,Brantford,35543,Homicide ,110,"Rate per 100,000 population",0.0
62387,2016, Ontario ,Brantford,35543,Homicide ,110,"Rate per 100,000 population",2.76
62388,2017, Ontario ,Brantford,35543,Homicide ,110,"Rate per 100,000 population",3.4
62389,2018, Ontario ,Brantford,35543,Homicide ,110,"Rate per 100,000 population",3.35
62390,2019, Ontario ,Brantford,35543,Homicide ,110,"Rate per 100,000 population",2.63
62391,2020, Ontario ,Brantford,35543,Homicide ,110,"Rate per 100,000 population",3.23
62392,2021, Ontario ,Brantford,35543,Homicide ,110,"Rate per 100,000 population",3.17
62393,2022, Ontario ,Brantford,35543,Homicide ,110,"Rate per 100,000 population",4.3
62394,2023, Ontario ,Brantford,35543,Homicide ,110,"Rate per 100,000 population",0.0
62483,2013, Ontario ,Brantford,35543,Homicide ,110,"Rate, total persons charged per 100,000 population aged 12 years and over",0.82
62484,2014, Ontario ,Brantford,35543,Homicide ,110,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
62485,2015, Ontario ,Brantford,35543,Homicide ,110,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
62486,2016, Ontario ,Brantford,35543,Homicide ,110,"Rate, total persons charged per 100,000 population aged 12 years and over",4.02
62487,2017, Ontario ,Brantford,35543,Homicide ,110,"Rate, total persons charged per 100,000 population aged 12 years and over",3.96
62488,2018, Ontario ,Brantford,35543,Homicide ,110,"Rate, total persons charged per 100,000 population aged 12 years and over",3.9
62489,2019, Ontario ,Brantford,35543,Homicide ,110,"Rate, total persons charged per 100,000 population aged 12 years and over",0.76
62490,2020, Ontario ,Brantford,35543,Homicide ,110,"Rate, total persons charged per 100,000 population aged 12 years and over",4.5
62491,2021, Ontario ,Brantford,35543,Homicide ,110,"Rate, total persons charged per 100,000 population aged 12 years and over",5.87
62492,2022, Ontario ,Brantford,35543,Homicide ,110,"Rate, total persons charged per 100,000 population aged 12 years and over",9.26
62493,2023, Ontario ,Brantford,35543,Homicide ,110,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
62505,2013, Ontario ,Brantford,35543,Homicide ,110,"Rate, adult charged per 100,000 population aged 18 years and over",0.9
62506,2014, Ontario ,Brantford,35543,Homicide ,110,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
62507,2015, Ontario ,Brantford,35543,Homicide ,110,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
62508,2016, Ontario ,Brantford,35543,Homicide ,110,"Rate, adult charged per 100,000 population aged 18 years and over",4.4
62509,2017, Ontario ,Brantford,35543,Homicide ,110,"Rate, adult charged per 100,000 population aged 18 years and over",4.32
62510,2018, Ontario ,Brantford,35543,Homicide ,110,"Rate, adult charged per 100,000 population aged 18 years and over",4.24
62511,2019, Ontario ,Brantford,35543,Homicide ,110,"Rate, adult charged per 100,000 population aged 18 years and over",0.83
62512,2020, Ontario ,Brantford,35543,Homicide ,110,"Rate, adult charged per 100,000 population aged 18 years and over",4.9
62513,2021, Ontario ,Brantford,35543,Homicide ,110,"Rate, adult charged per 100,000 population aged 18 years and over",5.59
62514,2022, Ontario ,Brantford,35543,Homicide ,110,"Rate, adult charged per 100,000 population aged 18 years and over",10.08
62515,2023, Ontario ,Brantford,35543,Homicide ,110,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
62527,2013, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62528,2014, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62529,2015, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62530,2016, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62531,2017, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62532,2018, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62533,2019, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62534,2020, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62535,2021, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth charged per 100,000 population aged 12 to 17 years",9.01
62536,2022, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62537,2023, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62549,2013, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62550,2014, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62551,2015, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62552,2016, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62553,2017, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62554,2018, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62555,2019, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62556,2020, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62557,2021, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62558,2022, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62559,2023, Ontario ,Brantford,35543,Homicide ,110,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62758,2013, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate per 100,000 population",0.0
62759,2014, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate per 100,000 population",1.4
62760,2015, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate per 100,000 population",0.7
62761,2016, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate per 100,000 population",0.0
62762,2017, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate per 100,000 population",0.0
62763,2018, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate per 100,000 population",2.01
62764,2019, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate per 100,000 population",1.97
62765,2020, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate per 100,000 population",2.59
62766,2021, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate per 100,000 population",2.53
62767,2022, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate per 100,000 population",1.23
62768,2023, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate per 100,000 population",2.96
62857,2013, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
62858,2014, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, total persons charged per 100,000 population aged 12 years and over",1.63
62859,2015, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
62860,2016, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
62861,2017, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
62862,2018, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, total persons charged per 100,000 population aged 12 years and over",1.56
62863,2019, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, total persons charged per 100,000 population aged 12 years and over",4.59
62864,2020, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, total persons charged per 100,000 population aged 12 years and over",2.25
62865,2021, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, total persons charged per 100,000 population aged 12 years and over",1.47
62866,2022, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, total persons charged per 100,000 population aged 12 years and over",1.42
62867,2023, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, total persons charged per 100,000 population aged 12 years and over",2.74
62879,2013, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
62880,2014, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, adult charged per 100,000 population aged 18 years and over",1.78
62881,2015, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
62882,2016, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
62883,2017, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
62884,2018, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, adult charged per 100,000 population aged 18 years and over",1.7
62885,2019, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, adult charged per 100,000 population aged 18 years and over",4.99
62886,2020, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, adult charged per 100,000 population aged 18 years and over",2.45
62887,2021, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, adult charged per 100,000 population aged 18 years and over",1.6
62888,2022, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, adult charged per 100,000 population aged 18 years and over",0.78
62889,2023, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, adult charged per 100,000 population aged 18 years and over",2.98
62901,2013, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62902,2014, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62903,2015, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62904,2016, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62905,2017, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62906,2018, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62907,2019, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62908,2020, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62909,2021, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62910,2022, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth charged per 100,000 population aged 12 to 17 years",8.74
62911,2023, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
62923,2013, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62924,2014, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62925,2015, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62926,2016, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62927,2017, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62928,2018, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62929,2019, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62930,2020, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62931,2021, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62932,2022, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62933,2023, Ontario ,Brantford,35543,Attempted murder ,1210,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
62945,2013, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate per 100,000 population",
62946,2014, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate per 100,000 population",
62947,2015, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate per 100,000 population",
62948,2016, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate per 100,000 population",
62949,2017, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate per 100,000 population",
62950,2018, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate per 100,000 population",1.34
62951,2019, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate per 100,000 population",3.29
62952,2020, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate per 100,000 population",1.94
62953,2021, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate per 100,000 population",0.0
62954,2022, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate per 100,000 population",7.38
62955,2023, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate per 100,000 population",0.59
63044,2013, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, total persons charged per 100,000 population aged 12 years and over",
63045,2014, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, total persons charged per 100,000 population aged 12 years and over",
63046,2015, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, total persons charged per 100,000 population aged 12 years and over",
63047,2016, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, total persons charged per 100,000 population aged 12 years and over",
63048,2017, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, total persons charged per 100,000 population aged 12 years and over",
63049,2018, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
63050,2019, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
63051,2020, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, total persons charged per 100,000 population aged 12 years and over",0.75
63052,2021, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
63053,2022, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
63054,2023, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
63066,2013, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, adult charged per 100,000 population aged 18 years and over",
63067,2014, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, adult charged per 100,000 population aged 18 years and over",
63068,2015, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, adult charged per 100,000 population aged 18 years and over",
63069,2016, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, adult charged per 100,000 population aged 18 years and over",
63070,2017, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, adult charged per 100,000 population aged 18 years and over",
63071,2018, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
63072,2019, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
63073,2020, Ontario ,Brantford,35543,"Sexual offence which occurred prior to January 4, 1983 ",1300,"Rate, adult charged per 100,000 population aged 18 years and over",0.82
